,GO_ID,GO_term,GO_term_Count
1185,GO:0090336,positive regulation of brown fat cell differentiation,1
1186,GO:0061047,positive regulation of branching involved in lung morphogenesis,1
1187,GO:0030501,positive regulation of bone mineralization,1
1188,GO:0033189,response to vitamin A,1
1189,GO:0034340,response to type I interferon,1
1190,GO:0050772,positive regulation of axonogenesis,1
1191,GO:0048680,positive regulation of axon regeneration,1
1192,GO:0048842,positive regulation of axon extension involved in axon guidance,1
1193,GO:0075525,viral translational termination-reinitiation,1
1194,GO:0034706,sodium channel complex,1
1195,GO:0017069,snRNA binding,1
1196,GO:0001895,retina homeostasis,1
1197,GO:0010842,retina layer formation,1
1198,GO:0009615,response to virus,1
1199,GO:2000727,positive regulation of cardiac muscle cell differentiation,1
1200,GO:0086005,ventricular cardiac muscle cell action potential,1
1201,GO:0050896,response to stimulus,1
1202,GO:0010942,positive regulation of cell death,1
1203,GO:0014074,response to purine-containing compound,1
1204,GO:0042594,response to starvation,1
1205,GO:0048545,response to steroid hormone,1
1206,GO:0055012,ventricular cardiac muscle cell differentiation,1
1207,GO:0045787,positive regulation of cell cycle,1
1208,GO:0010650,positive regulation of cell communication by electrical coupling,1
1209,GO:0003281,ventricular septum development,1
1210,GO:0045785,positive regulation of cell adhesion,1
1211,GO:0060045,positive regulation of cardiac muscle cell proliferation,1
1212,GO:0009744,response to sucrose,1
1213,GO:0003222,ventricular trabecula myocardium morphogenesis,1
1214,GO:0033605,positive regulation of catecholamine secretion,1
1215,GO:0043085,positive regulation of catalytic activity,1
1216,GO:0033574,response to testosterone,1
1217,GO:0061036,positive regulation of cartilage development,1
1218,GO:0070326,very-low-density lipoprotein particle receptor binding,1
1219,GO:0110024,positive regulation of cardiac muscle myoblast proliferation,1
1220,GO:0150111,regulation of transepithelial transport,1
1221,GO:0021510,spinal cord development,1
1222,GO:0045860,positive regulation of protein kinase activity,1
1223,GO:1902889,protein localization to spindle microtubule,1
1224,GO:2000821,regulation of grooming behavior,1
1225,GO:0060123,regulation of growth hormone secretion,1
1226,GO:0042634,regulation of hair cycle,1
1227,GO:0008016,regulation of heart contraction,1
1228,GO:0002027,regulation of heart rate,1
1229,GO:0000164,protein phosphatase type 1 complex,1
1230,GO:0019888,protein phosphatase regulator activity,1
1231,GO:0004864,protein phosphatase inhibitor activity,1
1232,GO:1902036,regulation of hematopoietic stem cell differentiation,1
1233,GO:0072542,protein phosphatase activator activity,1
1234,GO:0008157,protein phosphatase 1 binding,1
1235,GO:0006513,protein monoubiquitination,1
1236,GO:0006479,protein methylation,1
1237,GO:0019538,protein metabolic process,1
1238,GO:1901674,regulation of histone H3-K27 acetylation,1
1239,GO:0000414,regulation of histone H3-K36 methylation,1
1240,GO:0030159,signaling receptor complex adaptor activity,1
1241,GO:0051569,regulation of histone H3-K4 methylation,1
1242,GO:0051570,regulation of histone H3-K9 methylation,1
1243,GO:0009918,sterol delta7 reductase activity,1
1244,GO:0000159,protein phosphatase type 2A complex,1
1245,GO:0006110,regulation of glycolytic process,1
1246,GO:0014853,regulation of excitatory postsynaptic membrane potential involved in skeletal muscle contraction,1
1247,GO:1901509,regulation of endothelial tube morphogenesis,1
1248,GO:0015031,protein transport,1
1249,GO:0045047,protein targeting to ER,1
1250,GO:0050678,regulation of epithelial cell proliferation,1
1251,GO:0006605,protein targeting,1
1252,GO:0032878,regulation of establishment or maintenance of cell polarity,1
1253,GO:0016925,protein sumoylation,1
1254,GO:2000864,regulation of estradiol secretion,1
1255,GO:0004712,protein serine/threonine/tyrosine kinase activity,1
1256,GO:0061920,protein propionyltransferase activity,1
1257,GO:0007096,regulation of exit from mitosis,1
1258,GO:0048145,regulation of fibroblast proliferation,1
1259,GO:0051489,regulation of filopodium assembly,1
1260,GO:0035249,"synaptic transmission, glutamatergic",1
1261,GO:0051893,regulation of focal adhesion assembly,1
1262,GO:0002634,regulation of germinal center formation,1
1263,GO:0045685,regulation of glial cell differentiation,1
1264,GO:0010906,regulation of glucose metabolic process,1
1265,GO:1900112,regulation of histone H3-K9 trimethylation,1
1266,GO:1903539,protein localization to postsynaptic membrane,1
1267,GO:0034243,regulation of transcription elongation by RNA polymerase II,1
1268,GO:0010817,regulation of hormone levels,1
1269,GO:1903119,protein localization to actin cytoskeleton,1
1270,GO:0036371,protein localization to T-tubule,1
1271,GO:0036309,protein localization to M-band,1
1272,GO:0034067,protein localization to Golgi apparatus,1
1273,GO:0000795,synaptonemal complex,1
1274,GO:0017075,syntaxin-1 binding,1
1275,GO:1903699,tarsal gland development,1
1276,GO:0005956,protein kinase CK2 complex,1
1277,GO:0016562,"protein import into peroxisome matrix, receptor recycling",1
1278,GO:0043549,regulation of kinase activity,1
1279,GO:1904059,regulation of locomotor rhythm,1
1280,GO:1900452,regulation of long-term synaptic depression,1
1281,GO:0070034,telomerase RNA binding,1
1282,GO:0034214,protein hexamerization,1
1283,GO:0010793,regulation of mRNA export from nucleus,1
1284,GO:0005697,telomerase holoenzyme complex,1
1285,GO:0000723,telomere maintenance,1
1286,GO:0048024,"regulation of mRNA splicing, via spliceosome",1
1287,GO:0043488,regulation of mRNA stability,1
1288,GO:0071896,protein localization to adherens junction,1
1289,GO:0048489,synaptic vesicle transport,1
1290,GO:0099612,protein localization to axon,1
1291,GO:0034501,protein localization to kinetochore,1
1292,GO:0032350,regulation of hormone metabolic process,1
1293,GO:0050727,regulation of inflammatory response,1
1294,GO:0030672,synaptic vesicle membrane,1
1295,GO:0033365,protein localization to organelle,1
1296,GO:0036228,protein localization to nuclear inner membrane,1
1297,GO:0046626,regulation of insulin receptor signaling pathway,1
1298,GO:0035372,protein localization to microtubule,1
1299,GO:0072657,protein localization to membrane,1
1300,GO:0050796,regulation of insulin secretion,1
1301,GO:1990778,protein localization to cell periphery,1
1302,GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus,1
1303,GO:0070972,protein localization to endoplasmic reticulum,1
1304,GO:0016082,synaptic vesicle priming,1
1305,GO:1903608,protein localization to cytoplasmic stress granule,1
1306,GO:0032651,regulation of interleukin-1 beta production,1
1307,GO:0070198,"protein localization to chromosome, telomeric region",1
1308,GO:0071459,"protein localization to chromosome, centromeric region",1
1309,GO:0032655,regulation of interleukin-12 production,1
1310,GO:2000351,regulation of endothelial cell apoptotic process,1
1311,GO:0001725,stress fiber,1
1312,GO:0010569,regulation of double-strand break repair via homologous recombination,1
1313,GO:0065004,protein-DNA complex assembly,1
1314,GO:0033628,regulation of cell adhesion mediated by integrin,1
1315,GO:0017056,structural constituent of nuclear pore,1
1316,GO:0045580,regulation of T cell differentiation,1
1317,GO:0042659,regulation of cell fate specification,1
1318,GO:0035542,regulation of SNARE complex assembly,1
1319,GO:0098907,regulation of SA node cell action potential,1
1320,GO:0001558,regulation of cell growth,1
1321,GO:1903025,regulation of RNA polymerase II regulatory region sequence-specific DNA binding,1
1322,GO:0001560,regulation of cell growth by extracellular stimulus,1
1323,GO:0030334,regulation of cell migration,1
1324,GO:0022604,regulation of cell morphogenesis,1
1325,GO:0043405,regulation of MAP kinase activity,1
1326,GO:0008361,regulation of cell size,1
1327,GO:0032783,super elongation complex,1
1328,GO:0070372,regulation of ERK1 and ERK2 cascade,1
1329,GO:0032784,regulation of DNA-templated transcription elongation,1
1330,GO:0036268,swimming,1
1331,GO:0060382,regulation of DNA strand elongation,1
1332,GO:0006275,regulation of DNA replication,1
1333,GO:0098973,structural constituent of postsynaptic actin cytoskeleton,1
1334,GO:0042129,regulation of T cell proliferation,1
1335,GO:0032006,regulation of TOR signaling,1
1336,GO:1902667,regulation of axon guidance,1
1337,GO:0043535,regulation of blood vessel endothelial cell migration,1
1338,GO:0090279,regulation of calcium ion import,1
1339,GO:0021762,substantia nigra development,1
1340,GO:1901019,regulation of calcium ion transmembrane transporter activity,1
1341,GO:0051924,regulation of calcium ion transport,1
1342,GO:0060828,regulation of canonical Wnt signaling pathway,1
1343,GO:0086004,regulation of cardiac muscle cell contraction,1
1344,GO:0005198,structural molecule activity,1
1345,GO:0098910,regulation of atrial cardiac muscle cell action potential,1
1346,GO:2000367,regulation of acrosomal vesicle exocytosis,1
1347,GO:0042981,regulation of apoptotic process,1
1348,GO:0055117,regulation of cardiac muscle contraction,1
1349,GO:0006105,succinate metabolic process,1
1350,GO:0060765,regulation of androgen receptor signaling pathway,1
1351,GO:0010882,regulation of cardiac muscle contraction by calcium ion signaling,1
1352,GO:0004777,succinate-semialdehyde dehydrogenase (NAD+) activity,1
1353,GO:0098900,regulation of action potential,1
1354,GO:0030833,regulation of actin filament polymerization,1
1355,GO:0006282,regulation of DNA repair,1
1356,GO:0032535,regulation of cellular component size,1
1357,GO:0002902,regulation of B cell apoptotic process,1
1358,GO:0051493,regulation of cytoskeleton organization,1
1359,GO:0021852,pyramidal neuron migration to cerebral cortex,1
1360,GO:0061549,sympathetic ganglion development,1
1361,GO:0021758,putamen development,1
1362,GO:0048485,sympathetic nervous system development,1
1363,GO:0006164,purine nucleotide biosynthetic process,1
1364,GO:0032465,regulation of cytokinesis,1
1365,GO:0009954,proximal/distal pattern formation,1
1366,GO:0060074,synapse maturation,1
1367,GO:1900424,regulation of defense response to bacterium,1
1368,GO:0006208,pyrimidine nucleobase catabolic process,1
1369,GO:1902600,proton transmembrane transport,1
1370,GO:0050773,regulation of dendrite development,1
1371,GO:0043495,protein-membrane adaptor activity,1
1372,GO:0021773,striatal medium spiny neuron differentiation,1
1373,GO:0043083,synaptic cleft,1
1374,GO:0048638,regulation of developmental growth,1
1375,GO:0042053,regulation of dopamine metabolic process,1
1376,GO:0099560,synaptic membrane adhesion,1
1377,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,1
1378,GO:0004740,pyruvate dehydrogenase (acetyl-transferring) kinase activity,1
1379,GO:0043462,regulation of ATP-dependent activity,1
1380,GO:2000341,regulation of chemokine (C-X-C motif) ligand 2 production,1
1381,GO:0032012,regulation of ARF protein signal transduction,1
1382,GO:0060341,regulation of cellular localization,1
1383,GO:0045055,regulated exocytosis,1
1384,GO:1900076,regulation of cellular response to insulin stimulus,1
1385,GO:0030997,regulation of centriole-centriole cohesion,1
1386,GO:0038026,reelin-mediated signaling pathway,1
1387,GO:0110157,reelin complex,1
1388,GO:1904714,regulation of chaperone-mediated autophagy,1
1389,GO:0045540,regulation of cholesterol biosynthetic process,1
1390,GO:0021756,striatum development,1
1391,GO:0006898,receptor-mediated endocytosis,1
1392,GO:0030971,receptor tyrosine kinase binding,1
1393,GO:0033044,regulation of chromosome organization,1
1394,GO:1905818,regulation of chromosome separation,1
1395,GO:1902017,regulation of cilium assembly,1
1396,GO:0021942,radial glia guided migration of Purkinje cell,1
1397,GO:0006364,rRNA processing,1
1398,GO:0006407,rRNA export from nucleus,1
1399,GO:0046983,protein dimerization activity,1
1400,GO:0071947,protein deubiquitination involved in ubiquitin-dependent protein catabolic process,1
1401,GO:0016126,sterol biosynthetic process,1
1402,GO:0098974,postsynaptic actin cytoskeleton organization,1
1403,GO:0000435,positive regulation of transcription from RNA polymerase II promoter by galactose,1
1404,GO:0032968,positive regulation of transcription elongation by RNA polymerase II,1
1405,GO:1902866,regulation of retina development in camera-type eye,1
1406,GO:0030371,translation repressor activity,1
1407,GO:0007051,spindle organization,1
1408,GO:0034161,positive regulation of toll-like receptor 8 signaling pathway,1
1409,GO:0034157,positive regulation of toll-like receptor 7 signaling pathway,1
1410,GO:1904152,"regulation of retrograde protein transport, ER to cytosol",1
1411,GO:0003266,regulation of secondary heart field cardioblast proliferation,1
1412,GO:1901582,positive regulation of telomeric RNA transcription from RNA pol II promoter,1
1413,GO:0032212,positive regulation of telomere maintenance via telomerase,1
1414,GO:1904507,positive regulation of telomere maintenance in response to DNA damage,1
1415,GO:0004714,transmembrane receptor protein tyrosine kinase activity,1
1416,GO:0032206,positive regulation of telomere maintenance,1
1417,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,1
1418,GO:0051973,positive regulation of telomerase activity,1
1419,GO:1904034,positive regulation of t-SNARE clustering,1
1420,GO:2000809,positive regulation of synaptic vesicle clustering,1
1421,GO:0021511,spinal cord patterning,1
1422,GO:0060261,positive regulation of transcription initiation by RNA polymerase II,1
1423,GO:0045182,translation regulator activity,1
1424,GO:0036493,positive regulation of translation in response to endoplasmic reticulum stress,1
1425,GO:0003743,translation initiation factor activity,1
1426,GO:0016740,transferase activity,1
1427,GO:0016441,post-transcriptional gene silencing,1
1428,GO:0060060,post-embryonic retina morphogenesis in camera-type eye,1
1429,GO:0035128,post-embryonic forelimb morphogenesis,1
1430,GO:1903076,regulation of protein localization to plasma membrane,1
1431,GO:1903691,"positive regulation of wound healing, spreading of epidermal cells",1
1432,GO:0090303,positive regulation of wound healing,1
1433,GO:0045070,positive regulation of viral genome replication,1
1434,GO:0106022,positive regulation of vesicle docking,1
1435,GO:0043576,regulation of respiratory gaseous exchange,1
1436,GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,1
1437,GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,1
1438,GO:1904668,positive regulation of ubiquitin protein ligase activity,1
1439,GO:0032729,positive regulation of type II interferon production,1
1440,GO:2000078,positive regulation of type B pancreatic cell development,1
1441,GO:0032411,positive regulation of transporter activity,1
1442,GO:0045948,positive regulation of translational initiation,1
1443,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,1
1444,GO:0048172,regulation of short-term neuronal synaptic plasticity,1
1445,GO:0032230,"positive regulation of synaptic transmission, GABAergic",1
1446,GO:0014722,regulation of skeletal muscle contraction by calcium ion signaling,1
1447,GO:0002155,regulation of thyroid hormone mediated signaling pathway,1
1448,GO:1900029,positive regulation of ruffle assembly,1
1449,GO:2001022,positive regulation of response to DNA damage stimulus,1
1450,GO:0002092,positive regulation of receptor internalization,1
1451,GO:1903428,positive regulation of reactive oxygen species biosynthetic process,1
1452,GO:0007286,spermatid development,1
1453,GO:1900242,regulation of synaptic vesicle endocytosis,1
1454,GO:0031630,regulation of synaptic vesicle fusion to presynaptic active zone membrane,1
1455,GO:0010807,regulation of synaptic vesicle priming,1
1456,GO:0150104,transport across blood-brain barrier,1
1457,GO:2000807,regulation of synaptic vesicle clustering,1
1458,GO:1902474,positive regulation of protein localization to synapse,1
1459,GO:1903078,positive regulation of protein localization to plasma membrane,1
1460,GO:0051884,regulation of timing of anagen,1
1461,GO:0036126,sperm flagellum,1
1462,GO:1900182,positive regulation of protein localization to nucleus,1
1463,GO:1904778,positive regulation of protein localization to cell cortex,1
1464,GO:1904372,positive regulation of protein localization to actin cortical patch,1
1465,GO:1903829,positive regulation of protein localization,1
1466,GO:0098693,regulation of synaptic vesicle cycle,1
1467,GO:0004888,transmembrane signaling receptor activity,1
1468,GO:0051835,positive regulation of synapse structural plasticity,1
1469,GO:0051823,regulation of synapse structural plasticity,1
1470,GO:0008589,regulation of smoothened signaling pathway,1
1471,GO:0002028,regulation of sodium ion transport,1
1472,GO:2000736,regulation of stem cell differentiation,1
1473,GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,1
1474,GO:0032874,positive regulation of stress-activated MAPK cascade,1
1475,GO:2000036,regulation of stem cell population maintenance,1
1476,GO:0021522,spinal cord motor neuron differentiation,1
1477,GO:0051492,regulation of stress fiber assembly,1
1478,GO:0043949,regulation of cAMP-mediated signaling,1
1479,GO:0007185,transmembrane receptor protein tyrosine phosphatase signaling pathway,1
1480,GO:1905832,positive regulation of spindle assembly,1
1481,GO:0050803,regulation of synapse structure or activity,1
1482,GO:0010765,positive regulation of sodium ion transport,1
1483,GO:2000651,positive regulation of sodium ion transmembrane transporter activity,1
1484,GO:0048661,positive regulation of smooth muscle cell proliferation,1
1485,GO:0051057,positive regulation of small GTPase mediated signal transduction,1
1486,GO:0051966,"regulation of synaptic transmission, glutamatergic",1
1487,GO:2001016,positive regulation of skeletal muscle cell differentiation,1
1488,GO:0098871,postsynaptic actin cytoskeleton,1
1489,GO:1905634,regulation of protein localization to chromatin,1
1490,GO:0016241,regulation of macroautophagy,1
1491,GO:2000008,regulation of protein localization to cell surface,1
1492,GO:0048863,stem cell differentiation,1
1493,GO:0010821,regulation of mitochondrion organization,1
1494,GO:0048864,stem cell development,1
1495,GO:0030878,thyroid gland development,1
1496,GO:0071108,protein K48-linked deubiquitination,1
1497,GO:0070160,tight junction,1
1498,GO:0008541,"proteasome regulatory particle, lid subcomplex",1
1499,GO:0005838,proteasome regulatory particle,1
1500,GO:1901673,regulation of mitotic spindle assembly,1
1501,GO:0060440,trachea formation,1
1502,GO:0022624,proteasome accessory complex,1
1503,GO:0018964,propylene metabolic process,1
1504,GO:0005802,trans-Golgi network,1
1505,GO:0045655,regulation of monocyte differentiation,1
1506,GO:0019230,proprioception,1
1507,GO:2000671,regulation of motor neuron apoptotic process,1
1508,GO:0004658,propionyl-CoA carboxylase activity,1
1509,GO:0099191,trans-synaptic signaling by BDNF,1
1510,GO:0002040,sprouting angiogenesis,1
1511,GO:0031114,regulation of microtubule depolymerization,1
1512,GO:0070536,protein K63-linked deubiquitination,1
1513,GO:0070534,protein K63-linked ubiquitination,1
1514,GO:0033599,regulation of mammary gland epithelial cell proliferation,1
1515,GO:0005496,steroid binding,1
1516,GO:2000109,regulation of macrophage apoptotic process,1
1517,GO:0016579,protein deubiquitination,1
1518,GO:1901256,regulation of macrophage colony-stimulating factor production,1
1519,GO:0043195,terminal bouton,1
1520,GO:0006482,protein demethylation,1
1521,GO:0006476,protein deacetylation,1
1522,GO:0072553,terminal button organization,1
1523,GO:0045652,regulation of megakaryocyte differentiation,1
1524,GO:0070507,regulation of microtubule cytoskeleton organization,1
1525,GO:0090559,regulation of membrane permeability,1
1526,GO:0021794,thalamus development,1
1527,GO:0072679,thymocyte migration,1
1528,GO:0019827,stem cell population maintenance,1
1529,GO:0017145,stem cell division,1
1530,GO:0006493,protein O-linked glycosylation,1
1531,GO:0090235,regulation of metaphase plate congression,1
1532,GO:0060964,regulation of miRNA-mediated gene silencing,1
1533,GO:0040014,regulation of multicellular organism growth,1
1534,GO:0140585,promoter-enhancer loop anchoring activity,1
1535,GO:0070064,proline-rich region binding,1
1536,GO:1905606,regulation of presynapse assembly,1
1537,GO:0098962,regulation of postsynaptic neurotransmitter receptor activity,1
1538,GO:0015386,potassium:proton antiporter activity,1
1539,GO:0006813,potassium ion transport,1
1540,GO:0099150,regulation of postsynaptic specialization assembly,1
1541,GO:0043266,regulation of potassium ion transport,1
1542,GO:0097623,potassium ion export across plasma membrane,1
1543,GO:0140110,transcription regulator activity,1
1544,GO:0099572,postsynaptic specialization,1
1545,GO:0098884,postsynaptic neurotransmitter receptor internalization,1
1546,GO:0043666,regulation of phosphoprotein phosphatase activity,1
1547,GO:0098970,postsynaptic neurotransmitter receptor diffusion trapping,1
1548,GO:0099170,postsynaptic modulation of chemical synaptic transmission,1
1549,GO:0140416,transcription regulator inhibitor activity,1
1550,GO:0010835,regulation of protein ADP-ribosylation,1
1551,GO:0098843,postsynaptic endocytic zone,1
1552,GO:0046825,regulation of protein export from nucleus,1
1553,GO:0099092,"postsynaptic density, intracellular component",1
1554,GO:0045859,regulation of protein kinase activity,1
1555,GO:0097157,pre-mRNA intronic binding,1
1556,GO:0033135,regulation of peptidyl-serine phosphorylation,1
1557,GO:0010830,regulation of myotube differentiation,1
1558,GO:0150001,primary dendrite,1
1559,GO:0050847,progesterone receptor signaling pathway,1
1560,GO:0031053,primary miRNA processing,1
1561,GO:0070878,primary miRNA binding,1
1562,GO:0003138,primary heart field specification,1
1563,GO:0072182,regulation of nephron tubule epithelial cell differentiation,1
1564,GO:0043523,regulation of neuron apoptotic process,1
1565,GO:1901214,regulation of neuron death,1
1566,GO:2001222,regulation of neuron migration,1
1567,GO:0098908,regulation of neuronal action potential,1
1568,GO:0045670,regulation of osteoclast differentiation,1
1569,GO:0099525,presynaptic dense core vesicle exocytosis,1
1570,GO:0099523,presynaptic cytosol,1
1571,GO:0005681,spliceosomal complex,1
1572,GO:0051580,regulation of neurotransmitter uptake,1
1573,GO:0051621,regulation of norepinephrine uptake,1
1574,GO:0006368,transcription elongation by RNA polymerase II promoter,1
1575,GO:0048536,spleen development,1
1576,GO:2000474,regulation of opioid receptor signaling pathway,1
1577,GO:0045124,regulation of bone resorption,1
1578,GO:0044208,'de novo' AMP biosynthetic process,1
1579,GO:0043274,phospholipase binding,1
1580,GO:0021953,central nervous system neuron differentiation,1
1581,GO:0006935,chemotaxis,1
1582,GO:0061077,chaperone-mediated protein folding,1
1583,GO:0051087,chaperone binding,1
1584,GO:0021895,cerebral cortex neuron differentiation,1
1585,GO:0021853,cerebral cortex GABAergic interneuron migration,1
1586,GO:0044300,cerebellar mossy fiber,1
1587,GO:0021930,cerebellar granule cell precursor proliferation,1
1588,GO:0021697,cerebellar cortex formation,1
1589,GO:0021691,cerebellar Purkinje cell layer maturation,1
1590,GO:0021702,cerebellar Purkinje cell differentiation,1
1591,GO:0007098,centrosome cycle,1
1592,GO:0022009,central nervous system vasculogenesis,1
1593,GO:0021952,central nervous system projection neuron axonogenesis,1
1594,GO:0021954,central nervous system neuron development,1
1595,GO:0006695,cholesterol biosynthetic process,1
1596,GO:0021955,central nervous system neuron axonogenesis,1
1597,GO:0032286,central nervous system myelin maintenance,1
1598,GO:0090398,cellular senescence,1
1599,GO:0071346,cellular response to type II interferon,1
1600,GO:0071356,cellular response to tumor necrosis factor,1
1601,GO:0035984,cellular response to trichostatin A,1
1602,GO:0009267,cellular response to starvation,1
1603,GO:0035865,cellular response to potassium ion,1
1604,GO:1901653,cellular response to peptide,1
1605,GO:0071374,cellular response to parathyroid hormone stimulus,1
1606,GO:0090650,cellular response to oxygen-glucose deprivation,1
1607,GO:0034599,cellular response to oxidative stress,1
1608,GO:0071315,cellular response to morphine,1
1609,GO:0031404,chloride ion binding,1
1610,GO:0033489,cholesterol biosynthetic process via desmosterol,1
1611,GO:0008190,eukaryotic initiation factor 4E binding,1
1612,GO:0060285,cilium-dependent cell motility,1
1613,GO:0021902,commitment of neuronal cell to specific neuron type in forebrain,1
1614,GO:0030199,collagen fibril organization,1
1615,GO:0071921,cohesin loading,1
1616,GO:0090103,cochlea morphogenesis,1
1617,GO:0090102,cochlea development,1
1618,GO:0070410,co-SMAD binding,1
1619,GO:0045163,clustering of voltage-gated potassium channels,1
1620,GO:0072583,clathrin-dependent endocytosis,1
1621,GO:0030669,clathrin-coated endocytic vesicle membrane,1
1622,GO:0045334,clathrin-coated endocytic vesicle,1
1623,GO:0048268,clathrin coat assembly,1
1624,GO:0035615,clathrin adaptor activity,1
1625,GO:0000987,cis-regulatory region sequence-specific DNA binding,1
1626,GO:0060271,cilium assembly,1
1627,GO:0033490,cholesterol biosynthetic process via lathosterol,1
1628,GO:0005929,cilium,1
1629,GO:0097542,ciliary tip,1
1630,GO:0036064,ciliary basal body,1
1631,GO:0000781,"chromosome, telomeric region",1
1632,GO:0099115,"chromosome, subtelomeric region",1
1633,GO:0070192,chromosome organization involved in meiotic cell cycle,1
1634,GO:0005677,chromatin silencing complex,1
1635,GO:0140588,chromatin looping,1
1636,GO:0043035,chromatin insulator sequence binding,1
1637,GO:0043009,chordate embryonic development,1
1638,GO:0098981,cholinergic synapse,1
1639,GO:0008203,cholesterol metabolic process,1
1640,GO:0042632,cholesterol homeostasis,1
1641,GO:0071286,cellular response to magnesium ion,1
1642,GO:0071222,cellular response to lipopolysaccharide,1
1643,GO:1990253,cellular response to leucine starvation,1
1644,GO:0006812,cation transport,1
1645,GO:0007166,cell surface receptor signaling pathway,1
1646,GO:0021846,cell proliferation in forebrain,1
1647,GO:0030031,cell projection assembly,1
1648,GO:0071944,cell periphery,1
1649,GO:0048667,cell morphogenesis involved in neuron differentiation,1
1650,GO:0000902,cell morphogenesis,1
1651,GO:0035441,cell migration involved in vasculogenesis,1
1652,GO:0048468,cell development,1
1653,GO:0008219,cell death,1
1654,GO:0099738,cell cortex region,1
1655,GO:0086064,cell communication by electrical coupling involved in cardiac conduction,1
1656,GO:0007154,cell communication,1
1657,GO:0021757,caudate nucleus development,1
1658,GO:0071664,catenin-TCF7L2 complex,1
1659,GO:0071353,cellular response to interleukin-4,1
1660,GO:0016342,catenin complex,1
1661,GO:0050432,catecholamine secretion,1
1662,GO:0042423,catecholamine biosynthetic process,1
1663,GO:0071013,catalytic step 2 spliceosome,1
1664,GO:0051216,cartilage development,1
1665,GO:0001502,cartilage condensation,1
1666,GO:0032048,cardiolipin metabolic process,1
1667,GO:0003211,cardiac ventricle formation,1
1668,GO:0060411,cardiac septum morphogenesis,1
1669,GO:0048738,cardiac muscle tissue development,1
1670,GO:0060048,cardiac muscle contraction,1
1671,GO:0060038,cardiac muscle cell proliferation,1
1672,GO:0061337,cardiac conduction,1
1673,GO:0045217,cell-cell junction maintenance,1
1674,GO:0045216,cell-cell junction organization,1
1675,GO:0007267,cell-cell signaling,1
1676,GO:0031589,cell-substrate adhesion,1
1677,GO:0071347,cellular response to interleukin-1,1
1678,GO:0071681,cellular response to indole-3-methanol,1
1679,GO:0072711,cellular response to hydroxyurea,1
1680,GO:0070301,cellular response to hydrogen peroxide,1
1681,GO:0032870,cellular response to hormone stimulus,1
1682,GO:0034605,cellular response to heat,1
1683,GO:0071363,cellular response to growth factor stimulus,1
1684,GO:0042149,cellular response to glucose starvation,1
1685,GO:0071385,cellular response to glucocorticoid stimulus,1
1686,GO:1904322,cellular response to forskolin,1
1687,GO:0071498,cellular response to fluid shear stress,1
1688,GO:0044344,cellular response to fibroblast growth factor stimulus,1
1689,GO:0071361,cellular response to ethanol,1
1690,GO:0071392,cellular response to estradiol stimulus,1
1691,GO:0071257,cellular response to electrical stimulus,1
1692,GO:1903351,cellular response to dopamine,1
1693,GO:0072749,cellular response to cytochalasin B,1
1694,GO:0071376,cellular response to corticotropin-releasing hormone stimulus,1
1695,GO:1903926,cellular response to bisphenol A,1
1696,GO:0071243,cellular response to arsenic-containing substance,1
1697,GO:0034198,cellular response to amino acid starvation,1
1698,GO:0071481,cellular response to X-ray,1
1699,GO:1904017,cellular response to Thyroglobulin triiodothyronine,1
1700,GO:1905232,cellular response to L-glutamate,1
1701,GO:0033484,cellular nitric oxide homeostasis,1
1702,GO:0006968,cellular defense response,1
1703,GO:0022607,cellular component assembly,1
1704,GO:0001661,conditioned taste aversion,1
1705,GO:0060026,convergent extension,1
1706,GO:0005507,copper ion binding,1
1707,GO:0009880,embryonic pattern specification,1
1708,GO:0072577,endothelial cell apoptotic process,1
1709,GO:0042118,endothelial cell activation,1
1710,GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane,1
1711,GO:0036020,endolysosome membrane,1
1712,GO:0001711,endodermal cell fate commitment,1
1713,GO:0035987,endodermal cell differentiation,1
1714,GO:0030139,endocytic vesicle,1
1715,GO:0031018,endocrine pancreas development,1
1716,GO:0001958,endochondral ossification,1
1717,GO:0048703,embryonic viscerocranium morphogenesis,1
1718,GO:0048706,embryonic skeletal system development,1
1719,GO:0036023,embryonic skeletal limb joint morphogenesis,1
1720,GO:0060669,embryonic placenta morphogenesis,1
1721,GO:0021831,embryonic olfactory bulb interneuron precursor migration,1
1722,GO:0070840,dynein complex binding,1
1723,GO:0030326,embryonic limb morphogenesis,1
1724,GO:0035162,embryonic hemopoiesis,1
1725,GO:0035050,embryonic heart tube development,1
1726,GO:0048617,embryonic foregut morphogenesis,1
1727,GO:0048557,embryonic digestive tract morphogenesis,1
1728,GO:0040016,embryonic cleavage,1
1729,GO:1990403,embryonic brain development,1
1730,GO:0000578,embryonic axis specification,1
1731,GO:0009792,embryo development ending in birth or egg hatching,1
1732,GO:0007398,ectoderm development,1
1733,GO:0061502,early endosome to recycling endosome transport,1
1734,GO:0042471,ear morphogenesis,1
