,GO_ID,GO_term,GO_term_Count
2694,GO:0043184,vascular endothelial growth factor receptor 2 binding,1
2695,GO:0005021,vascular endothelial growth factor receptor activity,1
2696,GO:0038084,vascular endothelial growth factor signaling pathway,1
2697,GO:0036486,ventral trunk neural crest cell migration,1
2698,GO:0099625,ventricular cardiac muscle cell membrane repolarization,1
2699,GO:0003223,ventricular compact myocardium morphogenesis,1
2700,GO:0003281,ventricular septum development,1
2701,GO:0042761,very long-chain fatty acid biosynthetic process,1
2702,GO:0042760,very long-chain fatty acid catabolic process,1
2703,GO:0031957,very long-chain fatty acid-CoA ligase activity,1
2704,GO:0102756,very-long-chain 3-ketoacyl-CoA synthase activity,1
2705,GO:0006901,vesicle coating,1
2706,GO:0048278,vesicle docking,1
2707,GO:0051469,vesicle fusion with vacuole,1
2708,GO:0012506,vesicle membrane,1
2709,GO:0006903,vesicle targeting,1
2710,GO:0099022,vesicle tethering,1
2711,GO:0047496,vesicle transport along microtubule,1
2712,GO:0110077,vesicle-mediated intercellular transport,1
2713,GO:0140537,transcription regulator activator activity,1
2714,GO:0005669,transcription factor TFIID complex,1
2715,GO:0097444,spine apparatus,1
2716,GO:0003735,structural constituent of ribosome,1
2717,GO:0010814,substance P catabolic process,1
2718,GO:0061753,substrate localization to autophagosome,1
2719,GO:0006930,"substrate-dependent cell migration, cell extension",1
2720,GO:0032145,succinate-semialdehyde dehydrogenase binding,1
2721,GO:0001967,suckling behavior,1
2722,GO:0043199,sulfate binding,1
2723,GO:0051923,sulfation,1
2724,GO:0071109,superior temporal gyrus development,1
2725,GO:0042554,superoxide anion generation,1
2726,GO:0004784,superoxide dismutase activity,1
2727,GO:0042271,susceptibility to natural killer cell mediated cytotoxicity,1
2728,GO:0060792,sweat gland development,1
2729,GO:0106139,symbiont cell surface,1
2730,GO:0098983,"symmetric, GABA-ergic, inhibitory synapse",1
2731,GO:0061549,sympathetic ganglion development,1
2732,GO:0097492,sympathetic neuron axon guidance,1
2733,GO:0097490,sympathetic neuron projection extension,1
2734,GO:0097491,sympathetic neuron projection guidance,1
2735,GO:0015293,symporter activity,1
2736,GO:0098883,synapse pruning,1
2737,GO:0030160,synaptic receptor adaptor activity,1
2738,GO:0021544,subpallium development,1
2739,GO:0099186,structural constituent of postsynapse,1
2740,GO:0016188,synaptic vesicle maturation,1
2741,GO:0017056,structural constituent of nuclear pore,1
2742,GO:0000245,spliceosomal complex assembly,1
2743,GO:1990935,splicing factor binding,1
2744,GO:0030322,stabilization of membrane potential,1
2745,GO:0048864,stem cell development,1
2746,GO:0048863,stem cell differentiation,1
2747,GO:0002141,stereocilia ankle link,1
2748,GO:0002142,stereocilia ankle link complex,1
2749,GO:0060171,stereocilium membrane,1
2750,GO:0004507,steroid 11-beta-monooxygenase activity,1
2751,GO:0006706,steroid catabolic process,1
2752,GO:0032934,sterol binding,1
2753,GO:0016125,sterol metabolic process,1
2754,GO:0002223,stimulatory C-type lectin receptor signaling pathway,1
2755,GO:0062094,stomach development,1
2756,GO:0015279,store-operated calcium channel activity,1
2757,GO:0043149,stress fiber assembly,1
2758,GO:0031098,stress-activated protein kinase signaling cascade,1
2759,GO:0006941,striated muscle contraction,1
2760,GO:0055120,striated muscle dense body,1
2761,GO:0030527,structural constituent of chromatin,1
2762,GO:0008307,structural constituent of muscle,1
2763,GO:0060012,"synaptic transmission, glycinergic",1
2764,GO:0016080,synaptic vesicle targeting,1
2765,GO:0001221,transcription coregulator binding,1
2766,GO:0040040,thermosensory behavior,1
2767,GO:0045061,thymic T cell selection,1
2768,GO:0006214,thymidine catabolic process,1
2769,GO:0004798,thymidylate kinase activity,1
2770,GO:0006210,thymine catabolic process,1
2771,GO:0070242,thymocyte apoptotic process,1
2772,GO:0070324,thyroid hormone binding,1
2773,GO:0006590,thyroid hormone generation,1
2774,GO:0002154,thyroid hormone mediated signaling pathway,1
2775,GO:0015349,thyroid hormone transmembrane transporter activity,1
2776,GO:0070327,thyroid hormone transport,1
2777,GO:0120193,tight junction organization,1
2778,GO:1990733,titin-telethonin complex,1
2779,GO:0002224,toll-like receptor signaling pathway,1
2780,GO:0015643,toxic substance binding,1
2781,GO:0019534,toxin transmembrane transporter activity,1
2782,GO:0060438,trachea development,1
2783,GO:0060440,trachea formation,1
2784,GO:0099545,trans-synaptic signaling by trans-synaptic complex,1
2785,GO:0099557,"trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission",1
2786,GO:0008483,transaminase activity,1
2787,GO:0006360,transcription by RNA polymerase I,1
2788,GO:0016790,thiolester hydrolase activity,1
2789,GO:0021794,thalamus development,1
2790,GO:0016191,synaptic vesicle uncoating,1
2791,GO:0035999,tetrahydrofolate interconversion,1
2792,GO:0070044,synaptobrevin 2-SNAP-25-syntaxin-1a complex,1
2793,GO:0070033,synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex,1
2794,GO:0007130,synaptonemal complex assembly,1
2795,GO:0006949,syncytium formation,1
2796,GO:0045545,syndecan binding,1
2797,GO:0016013,syntrophin complex,1
2798,GO:0072669,tRNA-splicing ligase complex,1
2799,GO:0031433,telethonin binding,1
2800,GO:0070034,telomerase RNA binding,1
2801,GO:0003720,telomerase activity,1
2802,GO:0005697,telomerase holoenzyme complex,1
2803,GO:0010521,telomerase inhibitor activity,1
2804,GO:0032202,telomere assembly,1
2805,GO:0000722,telomere maintenance via recombination,1
2806,GO:0007004,telomere maintenance via telomerase,1
2807,GO:0061821,telomeric D-loop binding,1
2808,GO:0061849,telomeric G-quadruplex DNA binding,1
2809,GO:0031627,telomeric loop formation,1
2810,GO:0072553,terminal button organization,1
2811,GO:1902896,terminal web assembly,1
2812,GO:0060748,tertiary branching involved in mammary gland duct morphogenesis,1
2813,GO:0140251,regulation protein catabolic process at presynapse,1
2814,GO:0061041,regulation of wound healing,1
2815,GO:1903760,regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization,1
2816,GO:0043101,purine-containing compound salvage,1
2817,GO:0035590,purinergic nucleotide receptor signaling pathway,1
2818,GO:0008263,pyrimidine-specific mismatch base pair DNA N-glycosylase activity,1
2819,GO:0016462,pyrophosphatase activity,1
2820,GO:0004740,pyruvate dehydrogenase (acetyl-transferring) kinase activity,1
2821,GO:0072593,reactive oxygen species metabolic process,1
2822,GO:0032801,receptor catabolic process,1
2823,GO:0030971,receptor tyrosine kinase binding,1
2824,GO:0019065,receptor-mediated endocytosis of virus by host cell,1
2825,GO:0046813,receptor-mediated virion attachment to host cell,1
2826,GO:0090722,receptor-receptor interaction,1
2827,GO:0043654,recognition of apoptotic cell,1
2828,GO:0032012,regulation of ARF protein signal transduction,1
2829,GO:1901894,regulation of ATPase-coupled calcium transmembrane transporter activity,1
2830,GO:0045577,regulation of B cell differentiation,1
2831,GO:0032489,regulation of Cdc42 protein signal transduction,1
2832,GO:2000001,regulation of DNA damage checkpoint,1
2833,GO:1905774,regulation of DNA helicase activity,1
2834,GO:0043620,regulation of DNA-templated transcription in response to stress,1
2835,GO:0070316,regulation of G0 to G1 transition,1
2836,GO:0010389,regulation of G2/M transition of mitotic cell cycle,1
2837,GO:0090170,regulation of Golgi inheritance,1
2838,GO:0001614,purinergic nucleotide receptor activity,1
2839,GO:0006166,purine ribonucleoside salvage,1
2840,GO:0046328,regulation of JNK cascade,1
2841,GO:0032261,purine nucleotide salvage,1
2842,GO:0071211,protein targeting to vacuole involved in autophagy,1
2843,GO:0071806,protein transmembrane transport,1
2844,GO:0008320,protein transmembrane transporter activity,1
2845,GO:0140318,protein transporter activity,1
2846,GO:1990782,protein tyrosine kinase binding,1
2847,GO:0016274,protein-arginine N-methyltransferase activity,1
2848,GO:0043495,protein-membrane adaptor activity,1
2849,GO:0031871,proteinase activated receptor binding,1
2850,GO:0043394,proteoglycan binding,1
2851,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,1
2852,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",1
2853,GO:0033176,proton-transporting V-type ATPase complex,1
2854,GO:1990635,proximal dendrite,1
2855,GO:0072014,proximal tubule development,1
2856,GO:0036343,psychomotor behavior,1
2857,GO:0061156,pulmonary artery morphogenesis,1
2858,GO:0003184,pulmonary valve morphogenesis,1
2859,GO:0006145,purine nucleobase catabolic process,1
2860,GO:0006144,purine nucleobase metabolic process,1
2861,GO:0042278,purine nucleoside metabolic process,1
2862,GO:0006163,purine nucleotide metabolic process,1
2863,GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,1
2864,GO:1901222,regulation of NIK/NF-kappaB signaling,1
2865,GO:0006477,protein sulfation,1
2866,GO:0051098,regulation of binding,1
2867,GO:0030193,regulation of blood coagulation,1
2868,GO:0050878,regulation of body fluid levels,1
2869,GO:0046850,regulation of bone remodeling,1
2870,GO:0045124,regulation of bone resorption,1
2871,GO:0090335,regulation of brown fat cell differentiation,1
2872,GO:0060558,regulation of calcidiol 1-monooxygenase activity,1
2873,GO:1903169,regulation of calcium ion transmembrane transport,1
2874,GO:1902514,regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,1
2875,GO:0017158,regulation of calcium ion-dependent exocytosis,1
2876,GO:1903779,regulation of cardiac conduction,1
2877,GO:0098909,regulation of cardiac muscle cell action potential involved in regulation of contraction,1
2878,GO:0086004,regulation of cardiac muscle cell contraction,1
2879,GO:0086036,regulation of cardiac muscle cell membrane potential,1
2880,GO:0010881,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion,1
2881,GO:2001257,regulation of cation channel activity,1
2882,GO:1904062,regulation of cation transmembrane transport,1
2883,GO:0033628,regulation of cell adhesion mediated by integrin,1
2884,GO:0010564,regulation of cell cycle process,1
2885,GO:0042659,regulation of cell fate specification,1
2886,GO:1903429,regulation of cell maturation,1
2887,GO:0022604,regulation of cell morphogenesis,1
2888,GO:0120222,regulation of blastocyst development,1
2889,GO:2000822,regulation of behavioral fear response,1
2890,GO:2000310,regulation of NMDA receptor activity,1
2891,GO:0050795,regulation of behavior,1
2892,GO:0008593,regulation of Notch signaling pathway,1
2893,GO:0032483,regulation of Rab protein signal transduction,1
2894,GO:0032487,regulation of Rap protein signal transduction,1
2895,GO:0060390,regulation of SMAD protein signal transduction,1
2896,GO:0002667,regulation of T cell anergy,1
2897,GO:0070232,regulation of T cell apoptotic process,1
2898,GO:0045580,regulation of T cell differentiation,1
2899,GO:2000316,regulation of T-helper 17 type immune response,1
2900,GO:0045622,regulation of T-helper cell differentiation,1
2901,GO:0010510,regulation of acetyl-CoA biosynthetic process from pyruvate,1
2902,GO:0030833,regulation of actin filament polymerization,1
2903,GO:0051125,regulation of actin nucleation,1
2904,GO:1905906,regulation of amyloid fibril formation,1
2905,GO:0060765,regulation of androgen receptor signaling pathway,1
2906,GO:0060177,regulation of angiotensin metabolic process,1
2907,GO:0000821,regulation of arginine metabolic process,1
2908,GO:0060371,regulation of atrial cardiac muscle cell membrane depolarization,1
2909,GO:0060372,regulation of atrial cardiac muscle cell membrane repolarization,1
2910,GO:0030516,regulation of axon extension,1
2911,GO:0048841,regulation of axon extension involved in axon guidance,1
2912,GO:1902667,regulation of axon guidance,1
2913,GO:0006612,protein targeting to membrane,1
2914,GO:0035610,protein side chain deglutamylation,1
2915,GO:0046596,regulation of viral entry into host cell,1
2916,GO:0004656,procollagen-proline 4-dioxygenase activity,1
2917,GO:0070459,prolactin secretion,1
2918,GO:0006562,proline catabolic process,1
2919,GO:0010133,proline catabolic process to glutamate,1
2920,GO:0004657,proline dehydrogenase activity,1
2921,GO:0006560,proline metabolic process,1
2922,GO:0015824,proline transport,1
2923,GO:0048793,pronephros development,1
2924,GO:0033814,propanoyl-CoA C-acyltransferase activity,1
2925,GO:0050632,propionyl-CoA C2-trimethyltridecanoyltransferase activity,1
2926,GO:0036505,prosaposin receptor activity,1
2927,GO:0001516,prostaglandin biosynthetic process,1
2928,GO:0006693,prostaglandin metabolic process,1
2929,GO:0004666,prostaglandin-endoperoxide synthase activity,1
2930,GO:0030850,prostate gland development,1
2931,GO:0060740,prostate gland epithelium morphogenesis,1
2932,GO:0060736,prostate gland growth,1
2933,GO:0043248,proteasome assembly,1
2934,GO:0070628,proteasome binding,1
2935,GO:0031848,protection from non-homologous end joining at telomere,1
2936,GO:0035871,protein K11-linked deubiquitination,1
2937,GO:1990167,protein K27-linked deubiquitination,1
2938,GO:0010623,programmed cell death involved in cell development,1
2939,GO:0002328,pro-B cell differentiation,1
2940,GO:0085020,protein K6-linked ubiquitination,1
2941,GO:0090009,primitive streak formation,1
2942,GO:0070564,positive regulation of vitamin D receptor signaling pathway,1
2943,GO:1903818,positive regulation of voltage-gated potassium channel activity,1
2944,GO:1904417,positive regulation of xenophagy,1
2945,GO:0045059,positive thymic T cell selection,1
2946,GO:0048050,post-embryonic eye morphogenesis,1
2947,GO:0035166,post-embryonic hemopoiesis,1
2948,GO:0021784,postganglionic parasympathetic fiber development,1
2949,GO:0098871,postsynaptic actin cytoskeleton,1
2950,GO:0097107,postsynaptic density assembly,1
2951,GO:0099092,"postsynaptic density, intracellular component",1
2952,GO:0098970,postsynaptic neurotransmitter receptor diffusion trapping,1
2953,GO:0005267,potassium channel activity,1
2954,GO:0034705,potassium channel complex,1
2955,GO:0019870,potassium channel inhibitor activity,1
2956,GO:0097623,potassium ion export across plasma membrane,1
2957,GO:0022841,potassium ion leak channel activity,1
2958,GO:0015379,potassium:chloride symporter activity,1
2959,GO:0015386,potassium:proton antiporter activity,1
2960,GO:0036002,pre-mRNA binding,1
2961,GO:0098831,presynaptic active zone cytoplasmic component,1
2962,GO:0099523,presynaptic cytosol,1
2963,GO:0044314,protein K27-linked ubiquitination,1
2964,GO:0018242,protein O-linked glycosylation via serine,1
2965,GO:0004712,protein serine/threonine/tyrosine kinase activity,1
2966,GO:0072657,protein localization to membrane,1
2967,GO:0033365,protein localization to organelle,1
2968,GO:1902682,protein localization to pericentric heterochromatin,1
2969,GO:0034497,protein localization to phagophore assembly site,1
2970,GO:1903546,protein localization to photoreceptor outer segment,1
2971,GO:0033558,protein lysine deacetylase activity,1
2972,GO:0051604,protein maturation,1
2973,GO:0006479,protein methylation,1
2974,GO:0032446,protein modification by small protein conjugation,1
2975,GO:0006513,protein monoubiquitination,1
2976,GO:0018158,protein oxidation,1
2977,GO:0008157,protein phosphatase 1 binding,1
2978,GO:0051721,protein phosphatase 2A binding,1
2979,GO:0030346,protein phosphatase 2B binding,1
2980,GO:0000159,protein phosphatase type 2A complex,1
2981,GO:0045309,protein phosphorylated amino acid binding,1
2982,GO:0018095,protein polyglutamylation,1
2983,GO:0051258,protein polymerization,1
2984,GO:0006627,protein processing involved in protein targeting to mitochondrion,1
2985,GO:0006621,protein retention in ER lumen,1
2986,GO:0030291,protein serine/threonine kinase inhibitor activity,1
2987,GO:0004722,protein serine/threonine phosphatase activity,1
2988,GO:0070585,protein localization to mitochondrion,1
2989,GO:0034501,protein localization to kinetochore,1
2990,GO:0018243,protein O-linked glycosylation via threonine,1
2991,GO:0071205,protein localization to juxtaparanode region of axon,1
2992,GO:0035269,protein O-linked mannosylation,1
2993,GO:1990405,protein antigen binding,1
2994,GO:0086080,protein binding involved in heterotypic cell-cell adhesion,1
2995,GO:0098635,protein complex involved in cell-cell adhesion,1
2996,GO:0051725,protein de-ADP-ribosylation,1
2997,GO:0006476,protein deacetylation,1
2998,GO:0035608,protein deglutamylation,1
2999,GO:0071947,protein deubiquitination involved in ubiquitin-dependent protein catabolic process,1
3000,GO:0003756,protein disulfide isomerase activity,1
3001,GO:0044183,protein folding chaperone,1
3002,GO:0051289,protein homotetramerization,1
3003,GO:0016558,protein import into peroxisome matrix,1
3004,GO:0034236,protein kinase A catalytic subunit binding,1
3005,GO:0034237,protein kinase A regulatory subunit binding,1
3006,GO:0010737,protein kinase A signaling,1
3007,GO:0089700,protein kinase D signaling,1
3008,GO:0004860,protein kinase inhibitor activity,1
3009,GO:0061644,protein localization to CENP-A containing chromatin,1
3010,GO:1903361,protein localization to basolateral plasma membrane,1
3011,GO:0070198,"protein localization to chromosome, telomeric region",1
3012,GO:0061512,protein localization to cilium,1
3013,GO:0031344,regulation of cell projection organization,1
3014,GO:0001952,regulation of cell-matrix adhesion,1
3015,GO:0002691,regulation of cellular extravasation,1
3016,GO:1903764,regulation of potassium ion export across plasma membrane,1
3017,GO:0031392,regulation of prostaglandin biosynthetic process,1
3018,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,1
3019,GO:0010835,regulation of protein ADP-ribosylation,1
3020,GO:1900044,regulation of protein K63-linked ubiquitination,1
3021,GO:1902498,regulation of protein autoubiquitination,1
3022,GO:0043393,regulation of protein binding,1
3023,GO:0046825,regulation of protein export from nucleus,1
3024,GO:0090036,regulation of protein kinase C signaling,1
3025,GO:2000008,regulation of protein localization to cell surface,1
3026,GO:1900180,regulation of protein localization to nucleus,1
3027,GO:1902473,regulation of protein localization to synapse,1
3028,GO:0070613,regulation of protein processing,1
3029,GO:0050708,regulation of protein secretion,1
3030,GO:0033233,regulation of protein sumoylation,1
3031,GO:0090313,regulation of protein targeting to membrane,1
3032,GO:1903214,regulation of protein targeting to mitochondrion,1
3033,GO:0031396,regulation of protein ubiquitination,1
3034,GO:0030162,regulation of proteolysis,1
3035,GO:2000377,regulation of reactive oxygen species metabolic process,1
3036,GO:0001919,regulation of receptor recycling,1
3037,GO:1901897,regulation of relaxation of cardiac muscle,1
3038,GO:1903286,regulation of potassium ion import,1
3039,GO:0150054,regulation of postsynaptic neurotransmitter receptor diffusion trapping,1
3040,GO:0002019,regulation of renal output by angiotensin,1
3041,GO:0099151,regulation of postsynaptic density assembly,1
3042,GO:0046928,regulation of neurotransmitter secretion,1
3043,GO:0090022,regulation of neutrophil chemotaxis,1
3044,GO:0045428,regulation of nitric oxide biosynthetic process,1
3045,GO:0050999,regulation of nitric-oxide synthase activity,1
3046,GO:1902855,regulation of non-motile cilium assembly,1
3047,GO:1903506,regulation of nucleic acid-templated transcription,1
3048,GO:2000819,regulation of nucleotide-excision repair,1
3049,GO:0048713,regulation of oligodendrocyte differentiation,1
3050,GO:0046620,regulation of organ growth,1
3051,GO:0045670,regulation of osteoclast differentiation,1
3052,GO:1900744,regulation of p38MAPK cascade,1
3053,GO:0006885,regulation of pH,1
3054,GO:0060405,regulation of penile erection,1
3055,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,1
3056,GO:0050764,regulation of phagocytosis,1
3057,GO:0014066,regulation of phosphatidylinositol 3-kinase signaling,1
3058,GO:0032429,regulation of phospholipase A2 activity,1
3059,GO:0043666,regulation of phosphoprotein phosphatase activity,1
3060,GO:1905684,regulation of plasma membrane repair,1
3061,GO:0010755,regulation of plasminogen activation,1
3062,GO:0090330,regulation of platelet aggregation,1
3063,GO:0051279,regulation of release of sequestered calcium ion into cytosol,1
3064,GO:2001020,regulation of response to DNA damage stimulus,1
3065,GO:0010565,regulation of cellular ketone metabolic process,1
3066,GO:0032225,"regulation of synaptic transmission, dopaminergic",1
3067,GO:1902803,regulation of synaptic vesicle transport,1
3068,GO:0003073,regulation of systemic arterial blood pressure,1
3069,GO:0003025,regulation of systemic arterial blood pressure by baroreceptor feedback,1
3070,GO:0001991,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,1
3071,GO:0003081,regulation of systemic arterial blood pressure by renin-angiotensin,1
3072,GO:0051972,regulation of telomerase activity,1
3073,GO:1904353,regulation of telomere capping,1
3074,GO:0090067,regulation of thalamus size,1
3075,GO:0086092,regulation of the force of heart contraction by cardiac conduction,1
3076,GO:0002155,regulation of thyroid hormone mediated signaling pathway,1
3077,GO:0060260,regulation of transcription initiation by RNA polymerase II,1
3078,GO:0000083,regulation of transcription involved in G1/S transition of mitotic cell cycle,1
3079,GO:0032909,regulation of transforming growth factor beta2 production,1
3080,GO:0043555,regulation of translation in response to stress,1
3081,GO:0006448,regulation of translational elongation,1
3082,GO:0051049,regulation of transport,1
3083,GO:1901163,regulation of trophoblast cell migration,1
3084,GO:0032680,regulation of tumor necrosis factor production,1
3085,GO:0061469,regulation of type B pancreatic cell proliferation,1
3086,GO:0003056,regulation of vascular associated smooth muscle contraction,1
3087,GO:1900746,regulation of vascular endothelial growth factor signaling pathway,1
3088,GO:0031630,regulation of synaptic vesicle fusion to presynaptic active zone membrane,1
3089,GO:1900383,regulation of synaptic plasticity by receptor localization to synapse,1
3090,GO:1905279,"regulation of retrograde transport, endosome to Golgi",1
3091,GO:0051823,regulation of synapse structural plasticity,1
3092,GO:0022400,regulation of rhodopsin mediated signaling pathway,1
3093,GO:0060314,regulation of ryanodine-sensitive calcium-release channel activity,1
3094,GO:0051611,regulation of serotonin uptake,1
3095,GO:2001014,regulation of skeletal muscle cell differentiation,1
3096,GO:0100001,regulation of skeletal muscle contraction by action potential,1
3097,GO:0048641,regulation of skeletal muscle tissue development,1
3098,GO:0048631,regulation of skeletal muscle tissue growth,1
3099,GO:0014910,regulation of smooth muscle cell migration,1
3100,GO:0048660,regulation of smooth muscle cell proliferation,1
3101,GO:1902305,regulation of sodium ion transmembrane transport,1
3102,GO:0014807,regulation of somitogenesis,1
3103,GO:2000035,regulation of stem cell division,1
3104,GO:2000036,regulation of stem cell population maintenance,1
3105,GO:0072091,regulation of stem cell proliferation,1
3106,GO:0050810,regulation of steroid biosynthetic process,1
3107,GO:2001256,regulation of store-operated calcium entry,1
3108,GO:0051492,regulation of stress fiber assembly,1
3109,GO:0032872,regulation of stress-activated MAPK cascade,1
3110,GO:0090322,regulation of superoxide metabolic process,1
3111,GO:0051963,regulation of synapse assembly,1
3112,GO:0090128,regulation of synapse maturation,1
3113,GO:0150011,regulation of neuron projection arborization,1
3114,GO:0045664,regulation of neuron differentiation,1
3115,GO:2000177,regulation of neural precursor cell proliferation,1
3116,GO:0010717,regulation of epithelial to mesenchymal transition,1
3117,GO:2000114,regulation of establishment of cell polarity,1
3118,GO:1903140,regulation of establishment of endothelial barrier,1
3119,GO:0010715,regulation of extracellular matrix disassembly,1
3120,GO:1903053,regulation of extracellular matrix organization,1
3121,GO:2001239,regulation of extrinsic apoptotic signaling pathway in absence of ligand,1
3122,GO:0045598,regulation of fat cell differentiation,1
3123,GO:0060259,regulation of feeding behavior,1
3124,GO:0080154,regulation of fertilization,1
3125,GO:0051917,regulation of fibrinolysis,1
3126,GO:0051489,regulation of filopodium assembly,1
3127,GO:0051893,regulation of focal adhesion assembly,1
3128,GO:0045586,regulation of gamma-delta T cell differentiation,1
3129,GO:0010470,regulation of gastrulation,1
3130,GO:0006349,regulation of gene expression by genomic imprinting,1
3131,GO:0010827,regulation of glucose transmembrane transport,1
3132,GO:0051946,regulation of glutamate uptake involved in transmission of nerve impulse,1
3133,GO:2000821,regulation of grooming behavior,1
3134,GO:0040008,regulation of growth,1
3135,GO:0042634,regulation of hair cycle,1
3136,GO:0051797,regulation of hair follicle development,1
3137,GO:0003064,regulation of heart rate by hormone,1
3138,GO:1905041,regulation of epithelium regeneration,1
3139,GO:0050678,regulation of epithelial cell proliferation,1
3140,GO:0050923,regulation of negative chemotaxis,1
3141,GO:0010632,regulation of epithelial cell migration,1
3142,GO:0030641,regulation of cellular pH,1
3143,GO:1900407,regulation of cellular response to oxidative stress,1
3144,GO:0046605,regulation of centrosome cycle,1
3145,GO:0032374,regulation of cholesterol transport,1
3146,GO:1902275,regulation of chromatin organization,1
3147,GO:0060623,regulation of chromosome condensation,1
3148,GO:0060296,regulation of cilium beat frequency involved in ciliary motility,1
3149,GO:0042749,regulation of circadian sleep/wake cycle,1
3150,GO:0045187,"regulation of circadian sleep/wake cycle, sleep",1
3151,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,1
3152,GO:0001817,regulation of cytokine production,1
3153,GO:0050773,regulation of dendrite development,1
3154,GO:1902950,regulation of dendritic spine maintenance,1
3155,GO:0061001,regulation of dendritic spine morphogenesis,1
3156,GO:0035303,regulation of dephosphorylation,1
3157,GO:0048638,regulation of developmental growth,1
3158,GO:0050793,regulation of developmental process,1
3159,GO:2000641,regulation of early endosome to late endosome transport,1
3160,GO:2000124,regulation of endocannabinoid signaling pathway,1
3161,GO:0001936,regulation of endothelial cell proliferation,1
3162,GO:0042058,regulation of epidermal growth factor receptor signaling pathway,1
3163,GO:1902036,regulation of hematopoietic stem cell differentiation,1
3164,GO:1902033,regulation of hematopoietic stem cell proliferation,1
3165,GO:1903706,regulation of hemopoiesis,1
3166,GO:0031060,regulation of histone methylation,1
3167,GO:0033599,regulation of mammary gland epithelial cell proliferation,1
3168,GO:0051445,regulation of meiotic cell cycle,1
3169,GO:0098903,regulation of membrane repolarization during action potential,1
3170,GO:0019222,regulation of metabolic process,1
3171,GO:0035566,regulation of metanephros size,1
3172,GO:1904139,regulation of microglial cell migration,1
3173,GO:1904526,regulation of microtubule binding,1
3174,GO:0032886,regulation of microtubule-based process,1
3175,GO:0032532,regulation of microvillus length,1
3176,GO:1902108,regulation of mitochondrial membrane permeability involved in apoptotic process,1
3177,GO:0010821,regulation of mitochondrion organization,1
3178,GO:0007346,regulation of mitotic cell cycle,1
3179,GO:0007088,regulation of mitotic nuclear division,1
3180,GO:1901673,regulation of mitotic spindle assembly,1
3181,GO:0040014,regulation of multicellular organism growth,1
3182,GO:0051147,regulation of muscle cell differentiation,1
3183,GO:0033032,regulation of myeloid cell apoptotic process,1
3184,GO:0035507,regulation of myosin-light-chain-phosphatase activity,1
3185,GO:0032814,regulation of natural killer cell activation,1
3186,GO:0042269,regulation of natural killer cell mediated cytotoxicity,1
3187,GO:0032817,regulation of natural killer cell proliferation,1
3188,GO:0043488,regulation of mRNA stability,1
3189,GO:0010988,regulation of low-density lipoprotein particle clearance,1
3190,GO:1900271,regulation of long-term synaptic potentiation,1
3191,GO:0030300,regulation of intestinal cholesterol absorption,1
3192,GO:0046883,regulation of hormone secretion,1
3193,GO:0045088,regulation of innate immune response,1
3194,GO:2001044,regulation of integrin-mediated signaling pathway,1
3195,GO:0090179,planar cell polarity pathway involved in neural tube closure,1
3196,GO:0032653,regulation of interleukin-10 production,1
3197,GO:0032655,regulation of interleukin-12 production,1
3198,GO:0032673,regulation of interleukin-4 production,1
3199,GO:0032675,regulation of interleukin-6 production,1
3200,GO:0032677,regulation of interleukin-8 production,1
3201,GO:1902938,regulation of intracellular calcium activated chloride channel activity,1
3202,GO:1900452,regulation of long-term synaptic depression,1
3203,GO:1902531,regulation of intracellular signal transduction,1
3204,GO:1902165,regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,1
3205,GO:0032412,regulation of ion transmembrane transporter activity,1
3206,GO:0043549,regulation of kinase activity,1
3207,GO:2000392,regulation of lamellipodium morphogenesis,1
3208,GO:0002685,regulation of leukocyte migration,1
3209,GO:0050994,regulation of lipid catabolic process,1
3210,GO:0032368,regulation of lipid transport,1
3211,GO:0060587,regulation of lipoprotein lipid oxidation,1
3212,GO:0032652,regulation of interleukin-1 production,1
3213,GO:0021941,negative regulation of cerebellar granule cell precursor proliferation,1
3214,GO:0021983,pituitary gland development,1
3215,GO:0021799,cerebral cortex radially oriented cell migration,1
3216,GO:0006672,ceramide metabolic process,1
3217,GO:0035627,ceramide transport,1
3218,GO:0021702,cerebellar Purkinje cell differentiation,1
3219,GO:0150053,cerebellar climbing fiber to Purkinje cell synapse,1
3220,GO:0021685,cerebellar granular layer structural organization,1
3221,GO:0150048,cerebellar granule cell to Purkinje cell synapse,1
3222,GO:0021688,cerebellar molecular layer formation,1
3223,GO:0044300,cerebellar mossy fiber,1
3224,GO:0021588,cerebellum formation,1
3225,GO:0061300,cerebellum vasculature development,1
3226,GO:0021893,cerebral cortex GABAergic interneuron fate commitment,1
3227,GO:0021895,cerebral cortex neuron differentiation,1
3228,GO:0015267,channel activity,1
